name,pages,extinct,gif,special,obtain
Silver band,armor/extinct|armor/handitems,1,photo/armor60/steelbracelet.gif,Extinct,Webpage Contest Special Info: Extinct
Silver coins roll,items/other,0,photo/items60/silvercoinsroll.gif,,None
Silver moon axe,weapons/axes,0,,"Worn by the Pirate Leader, Bluestone",Unobtainable
Silver teapot,armor/subaccessory,0,photo/armor60/silverteapot.gif,0,mug's Mug contest 2007 Special Info: 0
Sinful Glow,weapons/spears,0,photo/weapons60/sinfulglow.gif,Break on Death,Imp Boss
Skeleton key,items/keys,0,photo/items60/skeletonkey.gif,,Spy subpath
Skull Crossbow,weapons/bows,0,,Halloween Event 2019,Must have killed 1200 walking dead and Jae the Slice 10 times.
Skull of the Beast,armor/headitems,0,photo/armor60/skullofthebeast.gif,,Obtained from the 2018 Jolbon Necromancer invasion Halloween event Special Info:
Sky armor,armor/roguearmor,0,photo/armor60/skyarmor.gif,None,Smith Special Info: None
Sky cheogori,armor/peasantarmor,0,photo/armor60/skycheogori.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Sky clothes,armor/magearmor,0,photo/armor60/skyclothes.gif,None,Seams Special Info: None
Sky garb,armor/magearmor,0,photo/armor60/skygarb.gif,None,Seams Special Info: None
Sky helm,armor/headitems,0,photo/armor60/winterhelm.gif,None,Smith Special Info: None
Sky scale mail,armor/warriorarmor,0,photo/armor60/skyscalemail.gif,None,Smith Special Info: None
Sky tiger mail,armor/warriorarmor,0,photo/armor60/skywarplatemail.gif,None,Chongun Quest Special Info: None
Sky tigress,armor/warriorarmor,0,photo/armor60/skytigress.gif,Nione,Chongun Quest Special Info: Nione
Sky waistcoat,armor/roguearmor,0,photo/armor60/skywaistcoat.gif,None,Seams Special Info: None
Sky war platemail,armor/warriorarmor,0,photo/armor60/skywarplatemail.gif,None,Smith Special Info: None
Slate cheogori,armor/peasantarmor,0,photo/armor60/slatecheogori.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Slog's club,weapons/clubs,0,,Break on Death,Dropped by Slog in Hamgyong nam-do
Slog's heavy club,weapons/clubs,0,,Break on Death,Dropped by Slog in Hamgyong nam-do
Slog's ponderous club,weapons/clubs,0,,Break on Death,Dropped by Slog in Hamgyong nam-do
Small amber ring,armor/handitems,0,photo/armor60/smallamberring.gif,0,None Special Info: 0
Small baekho ring,armor/handitems,0,photo/armor60/smallbaekhoring.gif,0,None Special Info: 0
Small chung ryong ring,armor/handitems,0,photo/armor60/smallchungryongring.gif,0,None Special Info: 0
Small dark ring,armor/handitems,0,photo/armor60/smalldarkring.gif,0,None Special Info: 0
Small fish,items/crafts|items/crafts|items/crafts|items/vita,0,photo/items60/fish.gif,,Fishing
Small hyun moo ring,armor/handitems,0,photo/armor60/smallhyunmooring.gif,0,None Special Info: 0
Small ju jak ring,armor/handitems,0,photo/armor60/smalljujakring.gif,0,None Special Info: 0
Small ring of substratum,armor/handitems,0,photo/armor60/smallringofsubstratum.gif,None,"Small plate of substratum + 450,000 to create at Home of Ugh Special Info: None"
Small white ring,armor/handitems,0,photo/armor60/smallwhitering.gif,0,None Special Info: 0
Small yellow ring,armor/handitems,0,photo/armor60/smallyellowring.gif,0,None Special Info: 0
Smelting agreement,items/other|items/shop,0,photo/items60/smeltingagreement.gif,,Messenger shops
Snake leather,items/drops|items/woodlandsitems,0,photo/items60/snakeleather.gif,,Woodlands Snake Cave
Snake meat,items/drops|items/spells|items/vita,0,photo/items60/snakemeat.gif,,Various snakes
Snake tongue,items/drops|items/woodlandsitems,0,photo/items60/snaketongue.gif,,Woodlands Snake Cave
Snap bow,weapons/bows,0,,None,3.0 Quest
Socialite dress,armor/coataccessory,0,photo/armor60/socialitedress.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Solid Moon dagger,weapons/swords,0,photo/weapons60/moondagger.gif,BREAK ON DEATH,"2017 Halloween Event ""Changmu town"""
Sonhi cloak,armor/peasantarmor,0,photo/armor60/sonhicloak.gif,Break on Death,Seams Special Info: Break on Death
Sonhi dress,armor/peasantarmor,0,photo/armor60/sonhidress.gif,Break on Death,"Sya's Shop, KaMing's Encampment Special Info: Break on Death"
Sonhi pipe,items/mana|items/shop,0,photo/items60/pipe.gif,,KaMing's Encampment Messenger
Soul charm,armor/shields,0,photo/armor60/soulcharm.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Soup bowl,items/shop,0,photo/items60/soupbowl.gif,,Taverns
Spark powder,items/bombs,0,photo/items60/sparkpowder.gif,,Arena Shops
Spider fan,weapons/fans,0,,Sold by Dae-Whan after completing Leviathan Quest,Leviathan Quest
Spider sword,weapons/swords,0,photo/weapons60/fireblade.gif,Breaks on Death,Lost Mines Event - Yuri 59
Spike,weapons/carnageprize|weapons/clubs,0,,Break on Death,Legends or Higher Carnage Prize
Spirit caller,weapons/swords,0,photo/weapons60/spiritcaller.gif,Dropped by various creatures in Alt Kugnae,
Spirit charm,armor/shields,0,photo/armor60/spiritcharm.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Spirit shard,weapons/swords,0,photo/weapons60/spiritshard.gif,Given to those who sacrified a sevenleaf to make the Spirit arrow during the Shattering in 3.0,Shattering
Spirit stone,armor/handitems,0,photo/armor60/spiritstone.gif,None,Mage Nagnang Quest Special Info: None
Splendid silk,items/drops|items/woodlandsitems,0,photo/items60/splendidsilk.gif,,Woodlands Rabbit Cave
Spring armor dress,armor/peasantarmor|armor/roguearmor,0,photo/armor60/springarmordress.gif,None,Seamstress Special Info: None
Spring blouse,armor/roguearmor,0,photo/armor60/springblouse.gif,None,Seamstress Special Info: None
Spring bow,weapons/bows,0,,None,Smith
Spring drapery,armor/peasantarmor,0,photo/armor60/springdrapery.gif,Can be sold at Sya's shop in KaMing's encampment.,Tailors Special Info: Can be sold at Sya's shop in KaMing's encampment.
Spring dress,armor/peasantarmor,0,photo/armor60/springdress.gif,None,Seamstress Special Info: None
Spring garb,armor/peasantarmor,0,photo/armor60/springgarb.gif,None,Newbie Quest Special Info: None
Spring gown,armor/peasantarmor,0,photo/armor60/springgown.gif,None,Seamstress Special Info: None
Spring heavy plate,armor/coataccessory,0,photo/armor60/springheavyplate.gif,Spring Heavy Plate used to be an armor with -14 AC. When it became a coat the defensive stats was removed.,Lost Mines Event Special Info: Spring Heavy Plate used to be an armor with -14 AC. When it became a coat the defensive stats was removed.
Spring helmet,armor/headitems,0,photo/armor60/springhelm.gif,None,Smith Special Info: None
Spring mail dress,armor/peasantarmor,0,photo/armor60/springmaildress.gif,None,Smith Special Info: None
Spring mantle,armor/peasantarmor,0,photo/armor60/springmantle.gif,Can be sold at Sya's shop in KaMing's encampment.,Tailors Special Info: Can be sold at Sya's shop in KaMing's encampment.
Spring robes,armor/peasantarmor,0,photo/armor60/springrobes.gif,None,Seams Special Info: None
Spring skirt,armor/peasantarmor|armor/peasantarmor,0,photo/armor60/springskirt.gif,None,Seamstress Special Info: None
Spring war dress,armor/peasantarmor,0,photo/armor60/springwardress.gif,None,Smith Special Info: None
Spring water,items/drops|items/woodlandsitems,0,photo/items60/springwater.gif,,Woodlands Raheem Desert Cave
Spy's explosives,items/bombs,0,photo/items60/sparkpowder.gif,,Arena Shops
Staff of defense,weapons/spears,0,photo/weapons60/staffofdefense.gif,None,Tangun Poet Guildmaster
Staff of power,weapons/spears,0,photo/weapons60/staffofdefense.gif,None,Tangun Mage Guildmaster
Staff of the Elements,weapons/spears,0,photo/weapons60/staffoftheelements.gif,Bonded,Future Quest
Star armor,armor/roguearmor,0,photo/armor60/stararmor.gif,Can be sold at Sya's shop in KaMing's encampment.,Tailor+Smith Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star armor dress,armor/roguearmor,0,photo/armor60/stararmordress.gif,Can be sold at Sya's shop in KaMing's encampment.,Tailor+Smith Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star blouse,armor/roguearmor,0,photo/armor60/starblouse.gif,Can be sold at Sya's shop in KaMing's encampment.,Female Rogue Armor Quest Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star clothes,armor/magearmor,0,photo/armor60/starclothes.gif,Can be sold at Sya's shop in KaMing's encampment.,Tailoring Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star drapery,armor/poetarmor,0,photo/armor60/stardrapery.gif,Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Tailoring Special Info: Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Star dress,armor/magearmor,0,photo/armor60/stardress.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Female Mage Armor Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Star garb,armor/magearmor,0,photo/armor60/stargarb.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Male Mage Star Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Star gown,armor/poetarmor,0,photo/armor60/stargown.gif,Bonded. Can be sold at SyaÃÂ¯ÃÂ¿ÃÂ½s shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Female Poet Armor Quest Special Info: Bonded. Can be sold at SyaÃÂ¯ÃÂ¿ÃÂ½s shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Star helm,armor/headitems,0,photo/armor60/starhelm.gif,Can be sold at Sya's shop in KaMing's encampment.,Pig 1 Boss (Rare) Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star helmet,armor/headitems,0,photo/armor60/starhelm.gif,Can be sold at Sya's shop in KaMing's encampment.,Pig 1 Boss (Rare) Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star mail dress,armor/warriorarmor,0,photo/armor60/starmaildress.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Female Warrior Armor Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Star mantle,armor/poetarmor,0,photo/armor60/starmantle.gif,Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Tailoring Special Info: Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Star powder,items/bombs,0,photo/items60/agedwine.gif,,Arena Shops
Star robes,armor/poetarmor,0,photo/armor60/starrobes.gif,Bonded. Can be sold at SyaÃÂ¯ÃÂ¿ÃÂ½s shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Male Poet Star Quest Special Info: Bonded. Can be sold at SyaÃÂ¯ÃÂ¿ÃÂ½s shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Star scale mail,armor/warriorarmor,0,photo/armor60/starscalemail.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Male Warrior Armor Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Star skirt,armor/magearmor,0,photo/armor60/starskirt.gif,Can be sold at Sya's shop in KaMing's encampment.,Tailoring Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star sword,weapons/swords,0,photo/weapons60/spiritshard.gif,Cannot drop / Cannot deposit / Cannot exchange / Cannot removed once equiped / Bonded / Breaks in one hit or swing,Wind quest
Star tiger mail,armor/warriorarmor,0,photo/armor60/starwarplatemail.gif,None,Rare Special Info: None
Star tigress,armor/warriorarmor,0,photo/armor60/starmaildress-old.gif,None,Rare Special Info: None
Star waistcoat,armor/roguearmor,0,photo/armor60/starwaistcoat.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Male Rogue Star Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Star war dress,armor/warriorarmor,0,photo/armor60/starwardress.gif,Can be sold at Sya's shop in KaMing's encampment.,Tailor+Smith Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star war platemail,armor/warriorarmor,0,photo/armor60/starwarplatemail.gif,Can be sold at Sya's shop in KaMing's encampment.,Tailor+Smith Special Info: Can be sold at Sya's shop in KaMing's encampment.
Star-staff,weapons/carnageprize|weapons/extinct|weapons/spears|weapons/spears|weapons/spears,1,photo/weapons60/star-staff.gif,Break on Death,Dropped by Muck/Slime Ogre - Dirt/Shadow Mantis - Tiger Palace Tigers -Legends or Higher Carnage Prize
Starry fan,weapons/fans,0,,None,Leviathan Quest
Stealth explosives,items/bombs,0,photo/items60/powderkeg-plain.gif,,Buya Arena Shop
Stealth powder,items/bombs,0,photo/items60/powderkeg-plain.gif,,Buya Arena Shop
Steel blade,weapons/swords,0,photo/weapons60/steelthorn.gif,Crafted by Smiths,Can be bought at Sanhae Smith or by Smithing
Steel dagger*,weapons/extinct|weapons/swords|weapons/swords,1,photo/weapons60/steeldagger.gif,Crafted by Smiths,Unknown
Steel helm,armor/extinct|armor/headitems,1,photo/armor60/starhelm.gif,Extinct,Extinct Special Info: Extinct
Steel helmet,armor/extinct|armor/headitems,1,photo/armor60/starhelm.gif,Extinct,Extinct Special Info: Extinct
Steel saber*,weapons/extinct|weapons/swords|weapons/swords,1,photo/weapons60/steelthorn.gif,Crafted by Smiths,Unknown
Steel shield,armor/shields,0,photo/armor60/steelshield.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Steel sword*,weapons/extinct|weapons/swords|weapons/swords,1,photo/weapons60/steelsword-new.gif,Crafted by Smiths,Unknown
Steelthorn,weapons/carnageprize|weapons/swords|weapons/swords,0,photo/weapons60/steelthorn.gif,Break on Death,Dropped by Muck/Slime Ogre - Dirt/Shadow Mantis - Tiger Palace Tigers -Legends or Higher Carnage Prize
Stewardess cap,armor/subaccessory,0,photo/armor60/stewardesscap.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Stewardess uniform,armor/coataccessory,0,photo/armor60/stewardessuniform.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Stone axe,weapons/spears,0,photo/weapons60/stoneaxe.gif,None,Ox 2 Item Boss
Student cap,armor/headitems,0,photo/armor60/studentcap.gif,Break on Death,Newbie Quest Special Info: Break on Death
Substratum gauntlet,armor/handitems,0,photo/armor60/substratumgauntlet.gif,Break on death,"Gather ""sub plates"" from crates in Hamgyong River Special Info: Break on death"
Substratum headpiece,armor/headitems,0,photo/armor60/substratumheadpiece.gif,Break on Death,"Gather ""sub plates"" from crates in Hamgyong River Special Info: Break on Death"
Sulfurule Scepter,weapons/spears,0,photo/weapons60/SulfuruleScepter.gif,Non-bonded; costs 500 coins to deposit,Iron Hands Event 2016
Summer armor dress,armor/roguearmor,0,photo/armor60/summerarmordress.gif,None,Smith Special Info: None
Summer blouse,armor/roguearmor,0,photo/armor60/summerblouse.gif,None,Seamstress Special Info: None
Summer drapery,armor/poetarmor,0,photo/armor60/summerdrapery.gif,Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Tailoring Special Info: Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Summer dress,armor/magearmor,0,photo/armor60/summerdress.gif,None,Seamstress Special Info: None
Summer garb,armor/magearmor,0,photo/armor60/summergarb.gif,None,Seams Special Info: None
Summer gown,armor/poetarmor,0,photo/armor60/summergown.gif,None,Seamstress Special Info: None
Summer helmet,armor/headitems,0,photo/armor60/summerhelm.gif,None,Smith Special Info: None
Summer mail dress,armor/warriorarmor,0,photo/armor60/summermaildress.gif,None,Smith Special Info: None
Summer mantle,armor/poetarmor,0,photo/armor60/summermantle.gif,Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Tailoring Special Info: Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Summer robes,armor/poetarmor,0,photo/armor60/summerrobes.gif,None,Seams Special Info: None
Summer skirt,armor/magearmor,0,photo/armor60/summerskirt.gif,None,Seamstress Special Info: None
Summer war dress,armor/warriorarmor,0,photo/armor60/summerwardress.gif,None,Smith Special Info: None
Sun armor,armor/roguearmor,0,photo/armor60/sunarmor.gif,None,Special Info: None
Sun armor dress,armor/roguearmor,0,photo/armor60/sunarmordress.gif,None,Special Info: None
Sun blouse,armor/roguearmor,0,photo/armor60/sunblouse.gif,Bonded,Female Rogue Armor Quest Special Info: Bonded
Sun clothes,armor/magearmor,0,photo/armor60/sunclothes.gif,None,Special Info: None
Sun drapery,armor/poetarmor,0,photo/armor60/sundrapery.gif,None,Special Info: None
Sun dress,armor/magearmor,0,photo/armor60/sundress.gif,Bonded,Female Mage Armor Quest Special Info: Bonded
Sun garb,armor/magearmor,0,photo/armor60/sungarb.gif,Bonded,Male Mage Armor Quest Special Info: Bonded
Sun gown,armor/poetarmor,0,photo/armor60/sungown.gif,Bonded,Female Poet Armor Quest Special Info: Bonded
Sun helm,armor/headitems,0,photo/armor60/sunhelm.gif,None,Pig 3 Boss (Rare) Special Info: None
Sun helmet,armor/headitems,0,photo/armor60/sunhelm.gif,None,Pig 3 Boss (Rare) Special Info: None
Sun mail dress,armor/warriorarmor,0,photo/armor60/sunmaildress.gif,Bonded,Female Warrior Armor Quest Special Info: Bonded
Sun mantle,armor/poetarmor,0,photo/armor60/sunmantle.gif,None,Special Info: None
Sun Moon helm,armor/headitems,0,photo/armor60/sunmoonhelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Sun Moon helmet,armor/headitems,0,photo/armor60/sunmoonhelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Sun powder,items/bombs,0,photo/items60/brew.gif,,Arena Shops
Sun robes,armor/poetarmor,0,photo/armor60/sunrobes.gif,Bonded,Male Poet Armor Quest Special Info: Bonded
Sun scale mail,armor/warriorarmor,0,photo/armor60/sunscalemail.gif,Bonded,Male Warrior Armor Quest Special Info: Bonded
Sun skirt,armor/magearmor,0,photo/armor60/sunskirt.gif,None,Special Info: None
Sun tiger mail,armor/extinct|armor/warriorarmor,1,photo/armor60/sunwarplatemail.gif,Extinct,Extinct Special Info: Extinct
Sun tigress,armor/extinct|armor/warriorarmor,1,photo/armor60/sunmaildress-old.gif,Extinct,Extinct Special Info: Extinct
Sun waistcoat,armor/roguearmor,0,photo/armor60/sunwaistcoat.gif,Bonded,Male Rogue Armor Quest Special Info: Bonded
Sun war dress,armor/warriorarmor,0,photo/armor60/sunwardress.gif,None,Special Info: None
Sun war platemail,armor/warriorarmor,0,photo/armor60/sunwarplatemail.gif,None,Special Info: None
Sunken silk,items/drops|items/woodlandsitems,0,photo/items60/sunkensilk.gif,,Woodlands Raheem Desert Cave
Sunrise fan,weapons/fans,0,,Non-Bonded / Cannot be Repaired / Cannot be Enchanted,Crafted
Sunrise sarong,armor/coataccessory,0,photo/armor60/sunrisesarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Sunrise sarong slippers,armor/subaccessory,0,photo/armor60/sunrisesarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Sunset batik shirt,armor/coataccessory,0,photo/armor60/sunsetbatikshirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Superior Battleaxe,weapons/axes,0,,BOD,Dropped by Sonhi Executioner in Sonhi hideout event May 2020
Superior combat badge,armor/subaccessory,0,photo/armor60/combatbadge.gif,Breaks on Death,Obtained by helping HaggardWitch escape from KaKhan Special Info: Breaks on Death
Superior combat headpiece,armor/headitems,0,photo/armor60/superiorcombatheadpiece.gif,Creation system,Special Info: Creation system
Superior Etched Blade,weapons/swords,0,photo/weapons60/etchedblade.gif,,
Superior Etched Scepter,weapons/spears,0,photo/weapons60/etchedspecter.gif,,
Superior Etched Spear,weapons/swords,0,photo/weapons60/etchedspear.gif,,Taek Pae Quest
Superior Etched Staff,weapons/spears,0,photo/weapons60/etchedstaff.gif,,
Superior Ironbreaker,weapons/swords,0,photo/weapons60/ironbreaker.png,BREAK ON DEATH.,2019 Lost Mines event
Superior magic rune,armor/subaccessory,0,photo/armor60/magicrune-sub.gif,Breaks on Death,Obtained by helping HaggardWitch escape from KaKhan Special Info: Breaks on Death
Superior Mindspire,weapons/spears,0,photo/weapons60/mindspire.gif,BREAK ON DEATH.,2019 Lost Mines event
Superior sea cutlass,weapons/swords,0,photo/weapons60/seacutlass.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Superior sea glaive,weapons/spears,0,photo/weapons60/seaglaive.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Superior sea rapier,weapons/swords,0,photo/weapons60/searapier.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Superior sea trident,weapons/spears,0,photo/weapons60/seatrident.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Supple vprhd saber,weapons/swords,0,photo/weapons60/wood.gif,Supple (More Durability),Created by Carpenters
Supple vprhd sword,weapons/swords,0,photo/weapons60/wood.gif,Supple (More Durability),Created by Carpenters
Supple wooden blade,weapons/swords,0,photo/weapons60/wood.gif,Supple (More Durability),Created by Carpenters
Supple wooden saber,weapons/swords,0,photo/weapons60/wood.gif,Supple (More Durability),Carpenters
Supple wooden sword,weapons/swords,0,photo/weapons60/wood.gif,Supple (More Durability),Created by Carpenters
Supreme Battleaxe,weapons/axes,0,,BOD,Dropped by Sonhi Executioner in Sonhi hideout event May 2020
Supreme combat badge,armor/subaccessory,0,photo/armor60/combatbadge.gif,Breaks on Death,Obtained by helping HaggardWitch escape from KaKhan Special Info: Breaks on Death
Supreme combat headpiece,armor/headitems,0,photo/armor60/supremecombatheadpiece.gif,Creation system,Special Info: Creation system
Supreme Etched Blade,weapons/swords,0,photo/weapons60/etchedblade.gif,,
Supreme Etched Scepter,weapons/spears,0,photo/weapons60/etchedspecter.gif,,
Supreme Etched Spear,weapons/swords,0,photo/weapons60/etchedspear.gif,,Taek Pae Quest
Supreme Etched Staff,weapons/spears,0,photo/weapons60/etchedstaff.gif,,
Supreme Ironbreaker,weapons/swords,0,photo/weapons60/ironbreaker.png,BREAK ON DEATH.,2019 Lost Mines event
Supreme JangChang Chun,weapons/spears,0,photo/weapons60/jangchangchun.gif,None,Pirates 2019 Boss Drop
Supreme JangChang Kui,weapons/spears,0,photo/weapons60/jangchangkui.gif,None,Pirates 2019 Boss Drop
Supreme Jingum Jian,weapons/swords,0,photo/weapons60/jingumjian.gif,None,Pirates 2019 Boss Drop
Supreme Jingum Xie,weapons/swords,0,photo/weapons60/jingumxie.gif,None,Pirates 2019 Boss Drop
Supreme magic rune,armor/subaccessory,0,photo/armor60/magicrune-sub.gif,Breaks on Death,Obtained by helping HaggardWitch escape from KaKhan Special Info: Breaks on Death
Supreme Mindspire,weapons/spears,0,photo/weapons60/mindspire.gif,BREAK ON DEATH.,2019 Lost Mines event
Supreme sea cutlass,weapons/swords,0,photo/weapons60/seacutlass.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Supreme sea glaive,weapons/spears,0,photo/weapons60/seaglaive.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Supreme sea rapier,weapons/swords,0,photo/weapons60/searapier.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Supreme sea trident,weapons/spears,0,photo/weapons60/seatrident.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Surge,weapons/carnageprize|weapons/spears|weapons/spears,0,photo/weapons60/surge.gif,Break on Death,Legends or Higher Carnage Prize
Sute key,items/keys|items/quests,0,photo/items60/ironkey.gif,,Sute
Sweet magic flute,armor/subaccessory,0,photo/armor60/magicflute.gif,None,Tree of Reflections Event Special Info: None
Swift dagger,weapons/carnageprize|weapons/swords,0,photo/weapons60/steeldagger.gif,Break on Death,Heroes or Higher Carnage Prize
Swift sword,weapons/swords,0,photo/weapons60/swiftsword.gif,None,Tangun Rogue Guildmaster
Sword of power,weapons/swords,0,photo/weapons60/steelthorn.gif,None,Tangun Warrior Guildmaster
T'aeyang Sae Fan,weapons/fans,0,,None,Gogoon Fan Quest
Taal'yeein sabre,weapons/swords,0,photo/weapons60/Taal'yeeinsabre.png,,Sold by Tantan in Taal'yeein Enclave
Tainted blade,weapons/carnageprize|weapons/swords,0,photo/weapons60/moonblade.gif,None,Heroes or Higher Carnage Prize
Tainted ring,armor/handitems,0,photo/armor60/blackring.gif,None,Carnage Prize Special Info: None
Tainted staff,weapons/carnageprize|weapons/spears,0,photo/weapons60/deathshead.gif,None,Heroes or Higher Carnage Prize
Tako ink,items/drops|items/woodlandsitems,0,photo/items60/takoink.gif,,Woodlands Snake Cave
Tall shield,armor/shields,0,photo/armor60/nagnangshield.gif,Bonded,Nagnang Smith Special Info: Bonded
Tan cheogori,armor/peasantarmor,0,photo/armor60/tancheogori.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Tan dopo,armor/peasantarmor,0,photo/armor60/tandopo.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Tandanhun demon staff,weapons/spears|weapons/spears,0,photo/weapons60/demonstaff.gif,Mupa's Treefolk army Event - Hyul 109,Tree of Reflections Event - Yuri 82
Tao stone,armor/headitems,0,photo/armor60/taostone.gif,None,Rooster Item Boss Special Info: None
Tasty fish,items/crafts|items/crafts|items/crafts|items/vita,0,photo/items60/fish.gif,,Fishing
Tattered leather,items/drops|items/woodlandsitems,0,photo/items60/tatteredleather.gif,,Woodlands Snake Cave
Teal fan,weapons/fans,0,,None,"Sept. 11, 2002 Event"
The Wandering Monk,items/other,0,photo/items60/scrollroll.gif,,Library
Thick wine,items/mana|items/shop,0,photo/items60/thickwine.gif,,Taverns
Tidal sarong,armor/coataccessory,0,photo/armor60/tidalsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Tidal sarong slippers,armor/subaccessory,0,photo/armor60/tidalsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Tiger helm,armor/headitems,0,photo/armor60/tigerhelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Tiger helmet,armor/headitems,0,photo/armor60/tigerhelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Tiger mail,armor/warriorarmor,0,photo/armor60/tigermail.gif,None,Chongun Quest Special Info: None
Tiger meat,items/crafts|items/drops|items/vita,0,photo/items60/tigermeat.gif,,Dropped by Iron lab tigers
Tiger's heart,items/drops|items/shop|items/spells|items/vita,0,photo/items60/liver.gif,,"Shops, monsters, poet Call of the Wild spell"
Tigress,armor/warriorarmor,0,photo/armor60/tigress.gif,None,Chongun Quest Special Info: None
Tindered fan,weapons/fans,0,,None,Leviathan Quest
Tiny fish,items/crafts|items/crafts|items/crafts|items/vita,0,photo/items60/fish.gif,,Fishing
Titanium blade,weapons/swords,0,photo/weapons60/titaniumblade.gif,"Cannot be repaired, costs 10 fine metal per attempt and can only be made once every 72 hours",Made by Grand Master+ Smiths
Titanium glove,armor/handitems|armor/handitems,0,photo/armor60/titaniumglove.gif,None,Carnage Prize Special Info: None
Titanium lance,weapons/carnageprize|weapons/spears|weapons/spears,0,photo/weapons60/titaniumlance.gif,Break on Death,Ogre/Mantis
Titanium shield,armor/shields,0,photo/armor60/titaniumshield.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Titanium snap bow,weapons/bows,0,,None,Costs 120 Elixir tokens
Tomes of the Earth,items/other,0,photo/items60/scrollroll.gif,,Library
Tormented tome,items/drops|items/woodlandsitems,0,photo/items60/tormentedtome.gif,,Woodlands Raheem Desert Cave
Torn paw,items/drops|items/woodlandsitems,0,photo/items60/tornpaw.gif,,Woodlands Dog Cave
Torrid cambium,armor/subaccessory,0,photo/armor60/torridcambium.gif,Used by Rogues and Warriors,Ice Dungeon 2009 Special Info: Used by Rogues and Warriors
